STATE,TYPE,NWSC,NCO,RRK,RPP,FDP,EMP,FP,PICES,PSIESC,SD,SL,SSV,PF,SCORE,RANK
GUJARAT,Government,15,6,5,7,3,8,1,0,4,9,1,7,6,7.89,1252
CHHATTISGARH,Government,16,13,12,7,3,3,1,1,1,40,27,1,6,7.89,1253
MAHARASHTRA,Government,19,16,12,7,8,4,1,0,1,40,8,0,10,7.89,1254
CHHATTISGARH,Government,13,9,8,5,1,8,1,1,2,24,10,1,1,7.89,1255
BIHAR,Government,14,15,11,9,7,6,0,0,4,18,8,8,1,7.87,1256
CHHATTISGARH,Government,19,8,11,3,5,10,1,0,2,32,10,7,6,7.87,1257
MAHARASHTRA,Government,19,11,4,9,6,12,2,1,4,41,6,5,10,7.87,1258
TAMIL NADU,Government,15,3,11,9,1,4,1,0,5,9,9,1,9,7.87,1259
UTTAR PRADESH,Private,15,11,14,9,4,5,0,1,2,34,5,2,4,7.87,1260
ODISHA,Government,12,9,5,12,8,14,0,0,7,17,12,1,9,7.87,1261
MAHARASHTRA,Private,13,5,7,9,7,12,0,0,6,21,9,1,0,7.87,1262
TAMIL NADU,Private,17,14,8,8,8,12,2,0,1,9,9,2,3,7.86,1263
WEST BENGAL,Government,12,8,6,12,2,10,2,1,3,30,6,5,0,7.86,1264
TRIPURA,Private,13,7,9,14,7,5,2,0,8,0,0,10,10,7.86,1265
TRIPURA,Government,17,9,10,11,8,9,1,1,5,35,11,9,2,7.84,1266
RAJASTHAN,Government,14,3,16,13,8,6,1,0,1,20,2,5,1,7.84,1267
ANDHRA PRADESH,Private,11,8,11,6,2,9,2,1,3,32,12,1,3,7.84,1268
UTTARAKHAND,Government,13,10,11,10,8,11,1,1,1,30,17,5,6,7.84,1269
UTTARAKHAND,Private,12,8,7,8,2,5,1,1,4,5,2,10,6,7.84,1270
TAMIL NADU,Government,18,7,16,9,7,11,1,1,3,21,13,7,2,7.84,1271
GUJARAT,Government,17,8,4,9,6,8,2,1,4,32,23,8,8,7.83,1272
MADHYA PRADESH,Government,21,6,4,7,3,3,1,1,1,22,7,0,9,7.83,1273
TAMIL NADU,Government,15,9,7,8,7,12,2,0,8,14,11,9,2,7.83,1274
WEST BENGAL,Private,11,6,7,12,8,4,1,0,7,25,7,4,2,7.83,1275
BIHAR,Private,18,13,14,3,4,8,1,1,5,20,3,2,10,7.83,1276
UTTAR PRADESH,Private,8,10,5,11,4,11,1,0,3,15,9,1,6,7.83,1277
UTTAR PRADESH,Private,5,15,7,8,6,5,1,1,4,16,6,2,10,7.83,1278
RAJASTHAN,Government,11,13,11,3,5,8,1,0,7,16,13,8,9,7.83,1279
MAHARASHTRA,Private,11,12,9,11,3,12,1,0,3,39,29,1,10,7.83,1280
UTTAR PRADESH,Government,15,6,9,8,8,13,2,0,6,34,9,3,5,7.83,1281
WEST BENGAL,Private,17,10,2,9,3,9,0,1,4,2,1,3,4,7.83,1282
TAMIL NADU,Government,10,11,11,9,1,8,0,0,3,25,0,7,8,7.83,1283
KERALA,Government,5,11,8,4,5,9,2,1,8,27,25,0,7,7.81,1284
UTTAR PRADESH,Private,10,11,10,10,5,10,1,1,4,9,7,8,4,7.81,1285
KARNATAKA,Government,10,8,8,10,4,15,1,1,7,33,13,1,1,7.81,1286
KERALA,Government,17,13,7,6,7,6,1,1,2,35,23,4,5,7.81,1287
KERALA,Private,7,8,8,10,7,13,1,0,6,2,0,7,4,7.79,1288
KERALA,Government,19,11,9,7,5,15,1,0,2,6,4,0,8,7.79,1289
MAHARASHTRA,Government,11,7,9,7,8,4,0,0,2,21,13,10,2,7.79,1290
WEST BENGAL,Private,14,5,7,14,4,10,1,0,7,15,5,0,4,7.79,1291
UTTARAKHAND,Government,12,7,8,15,6,12,1,1,5,14,6,7,1,7.79,1292
TAMIL NADU,Government,20,8,6,9,3,9,1,1,7,16,8,4,4,7.79,1293
ANDHRA PRADESH,Government,19,11,2,10,6,3,1,1,4,36,26,4,7,7.79,1294
UTTAR PRADESH,Government,19,5,7,6,8,15,1,1,7,17,6,2,5,7.78,1295
KARNATAKA,Private,14,3,14,12,5,8,2,1,8,5,0,7,5,7.78,1296
UTTAR PRADESH,Government,23,11,15,11,1,9,1,1,3,42,19,8,5,7.78,1297
TAMIL NADU,Government,15,14,10,8,3,7,2,0,2,15,4,5,2,7.76,1298
PUNJAB,Government,11,12,10,7,1,6,1,1,2,4,3,9,3,7.76,1299
TAMIL NADU,Private,15,10,9,14,3,16,0,0,8,36,7,0,3,7.76,1300
UTTAR PRADESH,Government,14,4,6,12,4,5,0,0,1,26,10,1,7,7.76,1301
UTTAR PRADESH,Government,14,11,8,8,7,9,1,1,4,27,21,4,1,7.76,1302
JHARKHAND,Government,15,13,7,9,1,7,1,0,5,38,8,4,4,7.76,1303
UTTAR PRADESH,Government,9,15,9,11,1,10,0,1,4,2,2,8,6,7.75,1304
PUNJAB,Private,8,9,4,13,8,11,2,0,5,17,5,1,9,7.75,1305
MAHARASHTRA,Private,11,8,15,10,1,8,0,0,3,27,17,9,2,7.75,1306
UTTAR PRADESH,Government,15,5,6,14,1,6,1,1,3,5,0,8,7,7.75,1307
KERALA,Private,12,10,12,2,7,11,1,1,6,46,2,7,4,7.75,1308
UTTAR PRADESH,Private,14,9,9,6,4,13,0,1,1,34,11,5,7,7.75,1309
UTTAR PRADESH,Government,13,11,5,8,7,12,1,0,4,18,13,8,2,7.75,1310
UTTAR PRADESH,Government,15,7,8,10,1,9,2,0,2,8,8,5,8,7.75,1311
RAJASTHAN,Private,18,13,8,5,5,14,1,1,8,18,7,8,3,7.73,1312
TAMIL NADU,Private,11,12,5,8,5,16,1,0,5,14,0,9,7,7.73,1313
TELANGANA,Private,13,8,8,7,6,8,2,1,3,15,4,10,6,7.73,1314
TELANGANA,Private,15,10,9,10,3,13,2,1,1,6,3,9,6,7.73,1315
UTTAR PRADESH,Government,10,9,9,9,1,6,1,1,2,28,6,0,7,7.73,1316
WEST BENGAL,Government,13,8,7,9,1,6,2,0,1,1,1,5,9,7.73,1317
TAMIL NADU,Government,13,6,9,10,1,14,1,0,5,21,19,7,9,7.73,1318
KERALA,Government,7,5,6,7,8,12,0,0,4,24,11,8,9,7.71,1319
MAHARASHTRA,Government,17,10,6,3,1,11,0,0,4,8,1,3,5,7.71,1320
MAHARASHTRA,Government,8,6,12,12,2,11,0,0,1,22,8,7,10,7.71,1321
UTTAR PRADESH,Government,21,5,7,5,3,12,1,1,8,21,19,4,5,7.71,1322
MAHARASHTRA,Private,17,11,11,14,4,11,1,0,8,41,25,3,5,7.71,1323
PUNJAB,Government,15,7,10,9,1,10,1,0,4,11,9,6,7,7.71,1324
UTTARAKHAND,Private,15,6,9,4,1,8,1,1,5,17,2,7,3,7.7,1325
MAHARASHTRA,Private,9,11,8,13,3,11,0,1,5,12,1,4,8,7.7,1326
ANDHRA PRADESH,Private,4,10,9,13,7,8,1,0,1,22,3,3,2,7.7,1327
KARNATAKA,Private,11,11,9,6,1,13,2,0,2,17,16,7,6,7.7,1328
WEST BENGAL,Government,13,5,7,14,1,7,1,1,6,47,13,1,0,7.7,1329
MAHARASHTRA,Private,14,12,14,10,8,2,1,1,8,8,0,2,8,7.7,1330
MADHYA PRADESH,Government,5,15,15,7,5,11,1,1,2,49,4,2,4,7.7,1331
DELHI,Government,12,4,5,14,7,8,1,1,7,10,5,10,0,7.68,1332
ANDAMAN AND NICOBAR,Government,15,14,5,8,8,5,0,0,1,19,17,3,3,7.68,1333
TAMIL NADU,Government,13,7,4,7,4,13,1,1,4,21,1,2,1,7.68,1334
GUJARAT,Government,16,10,9,7,7,14,2,1,1,3,2,10,5,7.68,1335
MAHARASHTRA,Government,8,10,6,13,7,10,1,0,1,31,0,10,4,7.68,1336
TAMIL NADU,Private,8,7,11,11,7,9,1,1,3,31,18,7,8,7.68,1337
MAHARASHTRA,Private,19,7,13,4,5,3,0,0,4,12,4,5,2,7.68,1338
UTTAR PRADESH,Private,7,3,7,14,2,6,1,0,6,27,3,5,6,7.68,1339
ANDHRA PRADESH,Government,16,13,12,12,5,4,1,0,4,31,2,7,1,7.68,1340
MAHARASHTRA,Private,21,11,10,5,7,14,0,1,8,6,2,10,3,7.68,1341
KERALA,Government,17,13,13,9,5,4,1,1,5,33,1,10,8,7.68,1342
KERALA,Private,12,2,9,10,3,4,2,1,6,22,14,4,4,7.67,1343
UTTAR PRADESH,Private,16,4,9,7,4,8,2,0,6,50,2,3,0,7.67,1344
KARNATAKA,Private,16,6,13,7,3,7,1,1,2,21,8,0,9,7.67,1345
TAMIL NADU,Government,14,3,4,2,5,12,0,1,8,5,3,2,4,7.67,1346
PUNJAB,Private,17,14,3,10,5,14,1,1,3,24,2,0,7,7.67,1347
TELANGANA,Government,13,16,9,3,5,14,1,1,8,34,1,10,1,7.67,1348
GUJARAT,Government,6,6,6,7,8,10,1,0,6,30,4,1,3,7.67,1349
TAMIL NADU,Government,14,7,9,6,3,7,1,1,5,38,4,5,6,7.67,1350
WEST BENGAL,Private,15,4,5,6,8,9,2,1,3,16,16,8,1,7.67,1351
DELHI,Government,12,15,13,8,1,14,1,1,6,9,8,7,9,7.65,1352
MAHARASHTRA,Government,16,10,13,5,4,6,1,1,2,0,0,4,0,7.65,1353
UTTAR PRADESH,Government,17,7,8,7,7,4,1,0,4,40,13,5,9,7.65,1354
KARNATAKA,Private,19,13,7,4,3,12,1,1,1,37,6,10,6,7.65,1355
MAHARASHTRA,Government,14,7,2,9,7,8,1,1,3,49,25,0,7,7.65,1356
MAHARASHTRA,Government,21,7,5,6,1,8,0,0,3,31,15,4,9,7.65,1357
TAMIL NADU,Private,16,10,6,9,7,10,2,1,8,25,24,9,3,7.63,1358
MAHARASHTRA,Government,6,9,12,9,5,3,1,0,7,1,0,5,4,7.63,1359
UTTAR PRADESH,Private,14,13,11,14,3,13,1,0,8,25,18,1,4,7.63,1360
UTTAR PRADESH,Private,11,5,10,10,1,11,1,1,6,5,0,9,5,7.63,1361
KERALA,Government,7,15,8,8,5,7,2,1,8,39,7,5,7,7.63,1362
MAHARASHTRA,Private,15,7,10,5,5,9,1,1,1,33,17,6,6,7.63,1363
MAHARASHTRA,Government,11,7,8,6,6,8,1,1,1,30,8,0,3,7.63,1364
WEST BENGAL,Private,11,10,4,3,3,10,1,0,7,1,0,9,10,7.62,1365
TAMIL NADU,Private,13,16,9,4,1,12,0,1,5,34,26,6,3,7.62,1366
MAHARASHTRA,Private,15,6,8,9,1,5,1,0,8,48,15,2,2,7.62,1367
MAHARASHTRA,Private,9,9,13,7,5,12,1,0,8,19,10,5,5,7.6,1368
UTTAR PRADESH,Government,16,16,7,2,3,4,0,1,8,23,0,1,0,7.6,1369
UTTAR PRADESH,Government,12,11,4,9,6,8,0,0,7,34,11,10,4,7.6,1370
UTTARAKHAND,Government,20,16,14,11,4,8,2,1,2,6,0,3,7,7.6,1371
PUNJAB,Government,14,8,9,9,8,16,1,1,3,26,11,2,1,7.6,1372
ANDHRA PRADESH,Government,17,8,10,10,6,3,0,0,6,42,8,1,5,7.6,1373
ODISHA,Government,10,5,11,8,2,10,1,1,4,41,19,1,2,7.6,1374
UTTAR PRADESH,Private,5,6,12,14,1,13,2,0,7,28,11,6,10,7.59,1375
KERALA,Government,17,9,10,9,5,8,2,0,5,17,13,4,1,7.59,1376
GUJARAT,Government,10,13,8,6,7,7,2,0,6,22,5,10,3,7.59,1377
TAMIL NADU,Government,16,9,14,8,6,9,0,0,4,44,3,7,6,7.59,1378
UTTAR PRADESH,Government,14,5,8,15,1,14,2,1,7,31,4,6,9,7.59,1379
UTTAR PRADESH,Private,19,6,9,12,6,9,2,0,1,23,13,0,4,7.59,1380
WEST BENGAL,Private,16,11,5,8,6,5,1,0,3,1,0,1,10,7.59,1381
ANDHRA PRADESH,Government,11,10,10,15,5,11,1,0,7,11,8,1,9,7.57,1382
JAMMU AND KASHMIR,Government,10,8,6,11,2,12,1,1,7,21,0,0,8,7.57,1383
GUJARAT,Private,19,11,5,11,4,12,1,1,2,25,25,2,5,7.57,1384
MAHARASHTRA,Government,15,15,8,10,2,12,1,1,7,23,9,9,3,7.57,1385
WEST BENGAL,Private,12,8,11,10,6,7,0,0,6,16,12,9,7,7.57,1386
TAMIL NADU,Government,12,12,7,9,1,5,2,0,7,19,2,10,4,7.57,1387
KARNATAKA,Private,10,3,16,11,6,13,1,1,5,1,0,7,3,7.56,1388
ANDHRA PRADESH,Private,19,10,12,7,7,10,1,0,3,21,11,3,3,7.56,1389
ANDHRA PRADESH,Government,11,5,5,9,8,13,1,0,6,50,21,7,0,7.56,1390
UTTAR PRADESH,Government,18,5,6,7,1,11,1,1,4,19,0,6,1,7.56,1391
WEST BENGAL,Private,16,16,10,10,4,13,1,0,8,42,14,1,10,7.56,1392
UTTAR PRADESH,Private,14,11,13,10,2,3,2,1,2,17,10,4,0,7.54,1393
UTTAR PRADESH,Government,9,5,15,6,3,5,1,1,6,36,34,3,1,7.54,1394
KARNATAKA,Private,13,10,11,6,2,4,2,1,1,7,3,2,4,7.54,1395
BIHAR,Government,12,7,8,4,4,3,1,1,1,16,12,4,3,7.54,1396
WEST BENGAL,Private,13,5,10,9,3,9,2,0,6,0,0,7,7,7.52,1397
MAHARASHTRA,Private,19,4,7,11,3,11,0,0,5,12,10,3,9,7.52,1398
MADHYA PRADESH,Private,8,10,16,7,7,9,0,1,6,14,13,9,0,7.52,1399
WEST BENGAL,Government,14,12,9,8,7,11,1,1,8,18,17,9,3,7.52,1400
RAJASTHAN,Private,16,6,14,8,8,11,1,0,6,40,0,1,0,7.51,1401
HARYANA,Private,19,15,8,4,6,10,1,0,6,34,0,4,6,7.51,1402
TAMIL NADU,Private,18,9,4,7,8,7,0,1,7,46,13,0,9,7.51,1403
WEST BENGAL,Government,20,8,6,8,4,7,0,1,5,9,2,10,10,7.51,1404
KARNATAKA,Government,9,4,12,3,7,12,0,0,8,12,4,6,0,7.49,1405
MAHARASHTRA,Government,11,13,7,13,8,14,1,1,4,13,7,9,3,7.49,1406
ANDHRA PRADESH,Private,15,9,7,7,4,9,1,1,3,34,28,5,10,7.49,1407
MAHARASHTRA,Private,11,10,13,15,4,9,0,0,2,50,18,3,9,7.49,1408
UTTAR PRADESH,Government,13,15,10,11,7,10,2,0,1,25,20,5,7,7.49,1409
MAHARASHTRA,Private,16,10,13,8,2,10,2,0,7,4,3,5,2,7.48,1410
TAMIL NADU,Private,17,8,9,12,8,11,1,0,1,41,12,5,0,7.48,1411
UTTAR PRADESH,Private,11,12,13,9,3,12,1,1,5,33,2,2,7,7.48,1412
UTTAR PRADESH,Government,11,9,11,11,3,9,2,1,4,8,1,6,6,7.48,1413
UTTAR PRADESH,Government,17,7,6,15,4,6,2,1,7,16,9,0,9,7.48,1414
MAHARASHTRA,Private,17,10,10,15,2,12,0,1,4,29,14,1,5,7.48,1415
UTTAR PRADESH,Private,12,10,11,10,2,11,1,1,8,1,1,5,6,7.46,1416
TAMIL NADU,Private,18,14,15,9,7,11,1,0,2,24,6,9,6,7.46,1417
TAMIL NADU,Government,16,5,6,6,6,7,0,0,1,37,16,0,9,7.46,1418
MAHARASHTRA,Government,19,14,10,9,6,7,1,1,1,2,1,10,8,7.46,1419
UTTAR PRADESH,Government,17,5,14,8,1,7,1,1,2,21,18,2,3,7.46,1420
TAMIL NADU,Government,17,9,4,8,5,10,2,1,4,13,1,8,7,7.44,1421
TAMIL NADU,Government,14,3,8,7,3,8,1,0,7,23,15,4,7,7.44,1422
TELANGANA,Government,9,14,3,7,5,11,2,0,7,34,24,3,0,7.44,1423
MADHYA PRADESH,Private,15,5,10,10,4,8,0,0,8,23,21,4,0,7.44,1424
UTTARAKHAND,Private,9,10,6,5,8,10,2,0,5,8,3,3,7,7.44,1425
ANDHRA PRADESH,Government,21,13,15,8,6,13,2,0,5,17,3,10,0,7.44,1426
TAMIL NADU,Private,13,14,5,3,6,5,1,1,4,27,6,1,7,7.43,1427
MAHARASHTRA,Private,13,10,16,7,5,12,1,1,4,46,8,0,5,7.43,1428
TAMIL NADU,Private,11,4,8,3,1,6,2,0,2,15,4,4,6,7.43,1429
GUJARAT,Government,15,9,15,15,2,11,2,0,2,6,4,7,8,7.43,1430
KARNATAKA,Private,13,14,7,10,7,2,1,1,3,7,6,4,3,7.43,1431
MAHARASHTRA,Government,18,6,5,8,2,8,2,1,2,5,0,4,10,7.43,1432
ANDHRA PRADESH,Government,14,6,7,12,1,10,1,0,5,5,3,10,2,7.43,1433
TAMIL NADU,Government,16,5,10,2,3,11,1,1,3,18,0,9,0,7.41,1434
TAMIL NADU,Government,15,9,9,14,5,6,1,1,3,1,1,5,10,7.41,1435
TRIPURA,Private,14,8,10,8,5,9,1,1,5,7,5,10,8,7.41,1436
CHHATTISGARH,Private,13,10,9,2,8,16,2,0,4,22,4,2,9,7.41,1437
MAHARASHTRA,Government,13,9,13,16,2,15,1,1,2,22,14,5,7,7.41,1438
ANDHRA PRADESH,Government,7,9,9,10,3,11,1,0,3,9,8,4,6,7.4,1439
MAHARASHTRA,Government,19,11,4,10,8,11,2,1,8,19,4,8,4,7.4,1440
KERALA,Government,13,14,7,10,2,12,0,0,7,28,28,0,2,7.4,1441
MAHARASHTRA,Private,18,10,10,12,4,6,1,0,2,21,10,6,3,7.4,1442
UTTAR PRADESH,Government,13,13,9,12,3,4,1,1,7,10,2,9,1,7.4,1443
KARNATAKA,Government,15,10,5,10,7,8,0,1,8,3,0,9,3,7.38,1444
KERALA,Government,11,6,15,12,6,12,1,0,5,20,17,6,3,7.38,1445
ANDHRA PRADESH,Government,12,9,10,4,4,8,2,1,7,36,25,4,1,7.38,1446
TAMIL NADU,Government,12,6,9,6,1,13,0,1,2,1,1,9,5,7.38,1447
ANDHRA PRADESH,Private,16,2,5,11,6,12,2,1,5,13,7,9,2,7.37,1448
MADHYA PRADESH,Government,10,11,7,7,1,12,1,1,8,0,0,0,8,7.37,1449
UTTAR PRADESH,Private,9,9,15,13,2,12,1,1,1,32,8,3,0,7.37,1450
MADHYA PRADESH,Government,15,7,13,5,8,10,2,0,1,19,4,9,0,7.35,1451
TAMIL NADU,Private,11,11,7,5,5,14,2,0,3,0,0,10,7,7.35,1452
MAHARASHTRA,Government,12,3,9,12,2,12,2,0,2,7,5,4,2,7.35,1453
UTTAR PRADESH,Government,22,4,10,9,5,14,1,1,6,32,19,10,4,7.35,1454
UTTAR PRADESH,Government,8,8,10,11,8,12,0,0,5,17,8,9,6,7.35,1455
GUJARAT,Government,16,11,3,6,7,9,1,1,7,15,5,3,6,7.35,1456
MAHARASHTRA,Private,15,13,8,9,4,2,2,1,2,11,4,8,7,7.35,1457
KERALA,Government,18,3,4,12,4,11,0,1,3,46,15,8,4,7.33,1458
KERALA,Government,12,12,9,11,2,12,0,0,4,11,6,0,3,7.33,1459
KARNATAKA,Government,12,9,12,7,2,5,0,0,8,8,8,7,5,7.33,1460
TAMIL NADU,Private,4,10,7,8,2,9,1,1,1,5,1,8,7,7.33,1461
KERALA,Government,14,7,9,14,3,9,1,0,7,22,7,6,4,7.33,1462
KERALA,Government,14,15,8,16,2,11,1,0,1,8,6,3,4,7.32,1463
ANDHRA PRADESH,Government,15,7,7,11,5,8,1,1,7,20,8,7,3,7.32,1464
KARNATAKA,Government,18,5,5,6,2,8,1,1,8,19,15,3,8,7.32,1465
HARYANA,Government,19,11,14,13,5,9,0,0,8,5,5,7,1,7.32,1466
MAHARASHTRA,Government,13,13,13,11,4,10,1,0,5,44,22,1,1,7.32,1467
TAMIL NADU,Government,13,5,5,3,3,14,1,0,8,27,20,4,9,7.32,1468
TAMIL NADU,Government,10,10,10,12,2,7,2,0,7,8,2,5,9,7.32,1469
TAMIL NADU,Government,14,13,16,10,8,8,0,1,2,20,8,6,4,7.32,1470
MAHARASHTRA,Government,12,9,4,11,2,6,2,1,1,8,6,9,5,7.32,1471
UTTAR PRADESH,Government,9,5,10,7,7,11,1,0,7,28,6,2,4,7.32,1472
ANDHRA PRADESH,Government,8,8,10,10,7,5,1,1,4,33,10,0,5,7.3,1473
UTTAR PRADESH,Private,16,9,11,11,7,12,2,0,7,8,6,5,6,7.3,1474
MAHARASHTRA,Private,13,13,11,11,2,6,2,0,3,20,19,10,8,7.3,1475
TAMIL NADU,Government,10,6,10,13,7,7,1,1,5,32,19,4,5,7.3,1476
TAMIL NADU,Private,15,12,5,16,5,8,1,1,2,0,0,1,7,7.3,1477
TAMIL NADU,Government,17,4,14,7,4,8,1,0,4,12,1,4,6,7.29,1478
KERALA,Government,13,11,6,9,5,7,1,0,1,6,3,5,6,7.29,1479
ODISHA,Private,12,10,15,4,6,8,1,0,3,9,9,1,2,7.29,1480
UTTAR PRADESH,Government,23,3,9,10,3,6,2,1,8,32,13,0,9,7.29,1481
KARNATAKA,Government,13,5,14,5,5,8,0,0,3,5,5,3,0,7.29,1482
HARYANA,Private,13,9,13,9,3,5,0,1,5,42,9,2,0,7.29,1483
KERALA,Private,11,9,12,13,1,10,1,0,3,30,11,8,1,7.29,1484
UTTAR PRADESH,Government,19,5,10,5,4,8,2,1,7,24,13,8,8,7.27,1485
DELHI,Government,15,8,14,11,1,10,2,1,6,35,4,7,5,7.27,1486
TAMIL NADU,Private,4,4,16,9,6,5,2,0,6,21,11,0,1,7.27,1487
GUJARAT,Government,11,8,13,5,4,3,1,1,6,6,2,8,7,7.27,1488
MAHARASHTRA,Private,11,8,10,7,8,9,1,1,4,8,5,7,4,7.27,1489
PUNJAB,Government,8,10,13,13,8,10,2,0,7,42,4,4,4,7.25,1490
KARNATAKA,Government,15,13,10,12,8,9,1,1,6,26,5,5,9,7.25,1491
UTTAR PRADESH,Government,9,8,12,13,6,13,1,1,6,14,3,0,1,7.25,1492
MADHYA PRADESH,Government,20,14,4,12,2,9,1,0,7,0,0,6,0,7.25,1493
TELANGANA,Private,6,8,11,9,7,6,0,1,5,8,4,1,8,7.25,1494
MAHARASHTRA,Government,18,9,10,12,7,4,1,0,8,10,3,1,7,7.25,1495
WEST BENGAL,Government,16,12,7,2,6,12,1,0,2,10,4,8,3,7.25,1496
UTTARAKHAND,Government,15,7,12,9,8,11,1,1,1,36,18,0,2,7.25,1497
RAJASTHAN,Private,8,6,6,8,6,5,0,0,1,17,6,7,2,7.25,1498
KERALA,Government,13,12,2,4,7,10,1,0,6,26,6,5,7,7.24,1499
WEST BENGAL,Government,16,12,13,15,5,8,0,1,4,30,5,0,8,7.24,1500
UTTAR PRADESH,Government,14,5,10,7,8,9,1,0,8,12,4,2,5,7.22,1501
KARNATAKA,Private,6,15,4,3,8,4,1,0,1,7,4,2,8,7.22,1502
ANDHRA PRADESH,Government,15,8,7,14,8,11,0,1,5,16,8,10,3,7.22,1503
MAHARASHTRA,Government,19,7,8,15,4,8,2,1,7,1,0,0,6,7.21,1504
MAHARASHTRA,Private,9,7,15,9,6,4,0,1,7,4,0,5,4,7.21,1505
MAHARASHTRA,Government,19,12,16,6,6,10,1,1,3,1,1,2,8,7.21,1506
UTTAR PRADESH,Private,13,4,6,3,5,11,1,0,6,46,8,4,0,7.21,1507
TAMIL NADU,Government,12,11,11,10,1,13,2,0,5,45,13,2,1,7.21,1508
GUJARAT,Government,16,11,13,10,7,8,0,1,3,7,3,3,10,7.21,1509
TAMIL NADU,Government,22,9,7,7,6,10,2,0,6,21,3,0,3,7.19,1510
KARNATAKA,Government,22,5,8,12,1,11,1,0,3,18,1,5,7,7.19,1511
KARNATAKA,Government,23,7,4,14,5,5,2,1,3,5,2,9,4,7.19,1512
KARNATAKA,Private,14,16,10,8,7,5,2,0,8,10,0,0,1,7.19,1513
KARNATAKA,Government,13,10,8,9,7,7,1,0,5,22,8,5,4,7.17,1514
WEST BENGAL,Government,14,7,8,12,6,9,1,1,2,16,5,0,7,7.17,1515
TAMIL NADU,Private,16,9,3,8,4,13,0,0,3,28,3,3,7,7.17,1516
GUJARAT,Government,5,4,3,9,8,7,2,0,1,0,0,2,2,7.17,1517
ANDHRA PRADESH,Government,9,6,10,11,7,7,0,0,4,2,2,8,9,7.17,1518
DELHI,Government,12,12,12,7,8,15,0,1,4,46,22,3,5,7.16,1519
MAHARASHTRA,Private,10,13,10,6,8,5,2,1,2,10,2,5,8,7.16,1520
MADHYA PRADESH,Government,10,5,3,10,5,11,2,1,7,31,1,0,6,7.16,1521
RAJASTHAN,Government,21,7,3,7,6,5,0,1,2,25,21,2,7,7.16,1522
MAHARASHTRA,Government,12,8,11,9,3,8,1,1,5,4,4,7,1,7.16,1523
RAJASTHAN,Government,14,5,13,12,4,8,2,1,1,16,6,4,5,7.14,1524
UTTAR PRADESH,Government,12,6,9,10,1,7,1,1,5,29,0,7,4,7.14,1525
TAMIL NADU,Government,14,7,11,12,7,6,0,1,2,15,7,7,0,7.14,1526
KERALA,Private,11,9,10,13,5,9,1,1,8,8,1,9,1,7.14,1527
PUNJAB,Government,18,10,12,11,8,8,1,1,2,22,22,2,4,7.14,1528
UTTAR PRADESH,Government,10,16,14,6,7,8,2,1,1,4,1,0,4,7.14,1529
UTTAR PRADESH,Government,14,5,6,12,2,9,0,0,2,16,4,1,3,7.13,1530
MAHARASHTRA,Government,14,9,9,13,1,9,1,0,7,5,1,9,0,7.13,1531
UTTAR PRADESH,Private,12,8,7,11,4,5,2,0,8,43,10,8,1,7.13,1532
PUNJAB,Private,12,11,9,6,2,9,1,0,2,30,17,2,6,7.13,1533
ANDHRA PRADESH,Private,11,14,14,11,2,7,1,1,4,8,2,1,3,7.13,1534
GUJARAT,Government,15,9,8,4,5,15,1,0,4,3,0,2,5,7.11,1535
JHARKHAND,Private,19,4,3,15,1,2,2,0,7,16,15,0,3,7.11,1536
KERALA,Private,16,14,9,14,4,10,2,1,8,38,15,3,6,7.11,1537
WEST BENGAL,Government,14,9,14,13,7,12,2,1,1,15,7,2,5,7.1,1538
UTTAR PRADESH,Private,11,12,8,7,8,10,2,0,4,26,10,3,0,7.1,1539
GUJARAT,Government,14,7,11,12,1,11,0,0,1,22,10,9,3,7.1,1540
MAHARASHTRA,Government,19,6,9,6,4,4,1,0,4,11,2,0,3,7.08,1541
MAHARASHTRA,Private,21,8,6,14,8,8,1,1,5,6,0,0,7,7.08,1542
TELANGANA,Government,18,8,9,4,3,12,1,0,4,12,1,10,8,7.08,1543
KARNATAKA,Government,13,12,13,10,8,13,0,1,3,18,3,8,8,7.08,1544
MAHARASHTRA,Government,13,11,9,8,6,11,2,0,2,13,2,2,5,7.08,1545
ANDHRA PRADESH,Government,17,7,7,11,1,4,2,0,8,27,12,9,5,7.06,1546
MAHARASHTRA,Government,19,5,12,11,4,8,1,1,7,8,6,2,5,7.06,1547
TAMIL NADU,Government,16,13,4,10,4,15,1,1,3,24,14,5,2,7.06,1548
MAHARASHTRA,Government,21,7,9,9,7,5,1,0,1,25,16,0,8,7.06,1549
MAHARASHTRA,Government,16,4,14,9,5,7,1,0,2,22,8,2,9,7.05,1550
TAMIL NADU,Government,20,7,7,9,1,9,0,0,3,18,16,2,8,7.05,1551
UTTAR PRADESH,Government,8,6,13,14,1,13,0,1,5,10,2,2,9,7.05,1552
TAMIL NADU,Private,17,14,8,7,4,3,2,0,2,2,0,1,10,7.05,1553
UTTARAKHAND,Private,17,13,10,5,6,8,2,0,2,47,2,4,9,7.05,1554
KERALA,Private,19,5,10,9,7,13,1,1,1,24,3,6,8,7.03,1555
UTTAR PRADESH,Private,15,8,3,11,1,12,1,1,7,5,5,8,2,7.03,1556
GUJARAT,Private,14,13,8,7,4,11,2,0,3,9,7,0,10,7.03,1557
TAMIL NADU,Government,12,5,14,14,7,10,2,1,1,14,10,9,4,7.03,1558
ANDHRA PRADESH,Private,12,12,10,12,2,11,1,0,4,10,5,10,5,7.02,1559
